"","game_str","play_id","timestamp","timediff","playerAct","event","SB","popTime","exchange","timeOfThrow","timeToPlate","leadoff","rDist2B","maxSpeed","ball_x","ball_y","ball_z"
"1","1901_05_TeamLI_TeamA3",12,305805,0,"P","pitch",1,NA,NA,NA,NA,17.0381736676793,73.008703412196,26.9032560697567,-1.423044,54.8841,5.79138
"2","1901_05_TeamLI_TeamA3",12,307055,1250,"C","throw (ball-in-play)",1,NA,NA,NA,NA,17.0381736676793,44.1287397567617,26.9032560697567,-0.306507,2.227314,6.6528
"3","1901_05_TeamLI_TeamA3",12,308305,2500,"SS","ball deflection",1,NA,NA,NA,NA,17.0381736676793,10.4996696695658,26.9032560697567,0.5244,132.3777,0
"4","1901_05_TeamLI_TeamA3",81,2536803,0,"P","pitch",0,1950,700,1250,450,20.079127791067,69.9395673481757,27.1926778932402,-1.421373,54.6273,5.75325
"5","1901_05_TeamLI_TeamA3",81,2537253,450,"C","ball acquired",0,1950,700,1250,450,20.079127791067,59.4080038762455,27.1926778932402,1.01199,-1.712166,2.054004
"6","1901_05_TeamLI_TeamA3",81,2537953,1150,"C","throw (ball-in-play)",0,1950,700,1250,450,20.079127791067,41.1136770977737,27.1926778932402,-0.609201,0.996456,5.89767
"7","1901_05_TeamLI_TeamA3",81,2539203,2400,"SS","ball acquired",0,1950,700,1250,450,20.079127791067,7.1228297312234,27.1926778932402,2.831298,126.0939,0.398709
"8","1901_08_TeamLK_TeamB",42,1311692,0,"P","pitch",1,1900,650,1250,450,26.2081014430653,63.8100156813176,27.6248669389106,-0.877725,54.8367,6.23511
"9","1901_08_TeamLK_TeamB",42,1312142,450,"C","ball acquired",1,1900,650,1250,450,26.2081014430653,52.8353740061524,27.6248669389106,-1.137648,-4.60062,2.398605
"10","1901_08_TeamLK_TeamB",42,1312792,1100,"C","throw (ball-in-play)",1,1900,650,1250,450,26.2081014430653,35.7492093485996,27.6248669389106,-1.534962,-2.194875,3.11847
"11","1901_08_TeamLK_TeamB",42,1314042,2350,"3B","ball acquired",1,1900,650,1250,450,26.2081014430653,1.21812567496133,27.6248669389106,-2.507166,125.0463,1.987098
"12","1901_14_TeamLL_TeamB",75,2563199,0,"P","pitch",1,6200,700,5500,450,16.4385443522229,73.5803775501322,27.6676797341186,-2.352873,55.0332,5.80434
"13","1901_14_TeamLL_TeamB",75,2563649,450,"C","ball acquired",1,6200,700,5500,450,16.4385443522229,64.2536892861414,27.6676797341186,-0.354831,-2.19072,-0.01330086
"14","1901_14_TeamLL_TeamB",75,2564349,1150,"C","throw (ball-in-play)",1,6200,700,5500,450,16.4385443522229,48.0639017877242,27.6676797341186,-4.14678,-0.564594,0.88956
"15","1901_14_TeamLL_TeamB",75,2565799,2600,"SS","ball deflection",1,6200,700,5500,450,16.4385443522229,7.94576617325227,27.6676797341186,-8.0535,146.7108,-0.1365612
"16","1901_14_TeamLL_TeamB",75,2569849,6650,"SS","ball acquired",1,6200,700,5500,450,16.4385443522229,1.51150439628869,27.6676797341186,-4.5375,125.3529,0.3315
"17","1901_14_TeamLL_TeamB",134,4736197,0,"P","pitch",0,2000,650,1350,550,16.8007105864603,73.2156704825545,26.9563214338165,-2.582298,56.5005,6.14349
"18","1901_14_TeamLL_TeamB",134,4736747,550,"C","ball acquired",0,2000,650,1350,550,16.8007105864603,61.900855436577,26.9563214338165,-1.161159,-5.96766,1.201344
"19","1901_14_TeamLL_TeamB",134,4737397,1200,"C","throw (ball-in-play)",0,2000,650,1350,550,16.8007105864603,46.8616974738432,26.9563214338165,-0.2769324,-4.31973,6.04935
"20","1901_14_TeamLL_TeamB",134,4738747,2550,"SS","ball acquired",0,2000,650,1350,550,16.8007105864603,10.4706635381909,26.9563214338165,3.04425,129.3957,-0.0794208
"21","1901_16_TeamLH_TeamA3",143,4916272,0,"P","pitch",1,NA,NA,NA,4250,16.4273470073533,73.6020820744903,2.3955045985025,-1.173786,55.1196,6.25227
"22","1901_16_TeamLH_TeamA3",143,4916672,400,"event no player","ball bounce",1,NA,NA,NA,4250,16.4273470073533,72.6438802350893,2.3955045985025,1.586676,8.58171,0.1089849
"23","1901_16_TeamLH_TeamA3",143,4916822,550,"C","ball deflection",1,NA,NA,NA,4250,16.4273470073533,72.2920553262252,2.3955045985025,1.745193,-4.0878,2.136561
"24","1901_16_TeamLH_TeamA3",143,4920522,4250,"C","ball acquired",1,NA,NA,NA,4250,16.4273470073533,83.2304563786599,2.3955045985025,23.1393,18.5688,0.057
"25","1902_01_TeamMG_TeamA3",74,2210493,0,"P","pitch",1,NA,700,NA,500,19.9338820669733,70.0938053344231,26.1134288130288,0.02629653,57.1128,6.4854
"26","1902_01_TeamMG_TeamA3",74,2210993,500,"C","ball acquired",1,NA,700,NA,500,19.9338820669733,59.1037504587484,26.1134288130288,1.067496,-5.85063,0.830607
"27","1902_01_TeamMG_TeamA3",74,2211693,1200,"C","throw (ball-in-play)",1,NA,700,NA,500,19.9338820669733,41.7627541776162,26.1134288130288,0.765183,-1.276455,6.07755
"28","1902_01_TeamMG_TeamA3",74,2212943,2450,"SS","ball deflection",1,NA,700,NA,500,19.9338820669733,9.12096816133024,26.1134288130288,-1.432626,125.6637,0.696288
"29","1902_08_TeamMJ_TeamB",12,283044,0,"P","pitch",1,1950,650,1300,450,23.7515309708659,66.2642144408277,25.5735318146187,2.673615,52.3773,5.78178
"30","1902_08_TeamMJ_TeamB",12,283494,450,"C","ball acquired",1,1950,650,1300,450,23.7515309708659,56.2723752327907,25.5735318146187,0.447918,-4.90731,2.729697
"31","1902_08_TeamMJ_TeamB",12,284144,1100,"C","throw (ball-in-play)",1,1950,650,1300,450,23.7515309708659,40.6225020382792,25.5735318146187,0.579891,-2.642247,5.56308
"32","1902_08_TeamMJ_TeamB",12,285444,2400,"SS","ball acquired",1,1950,650,1300,450,23.7515309708659,7.37691067927489,25.5735318146187,4.72833,127.2708,3.55719
"33","1902_08_TeamMJ_TeamB",80,2885344,0,"P","pitch",1,1900,650,1250,500,20.2123483813732,69.8219033763045,27.7042924258223,2.712855,57.7008,5.89905
"34","1902_08_TeamMJ_TeamB",80,2885844,500,"C","ball acquired",1,1900,650,1250,500,20.2123483813732,59.341252768205,27.7042924258223,1.674792,-2.388414,2.232162
"35","1902_08_TeamMJ_TeamB",80,2886494,1150,"C","throw (ball-in-play)",1,1900,650,1250,500,20.2123483813732,44.173167063275,27.7042924258223,1.675806,-1.512801,5.55318
"36","1902_08_TeamMJ_TeamB",80,2887744,2400,"2B","ball acquired",1,1900,650,1250,500,20.2123483813732,9.54280153099707,27.7042924258223,-1.668666,126.4647,7.0791
"37","1902_08_TeamMJ_TeamB",103,3770444,0,"P","pitch",1,1950,600,1350,450,18.0878996904008,71.9268491400117,25.5917128765389,-1.487664,52.0485,6.29307
"38","1902_08_TeamMJ_TeamB",103,3770894,450,"C","ball acquired",1,1950,600,1350,450,18.0878996904008,62.6666664760461,25.5917128765389,-0.2089224,-5.46819,3.80703
"39","1902_08_TeamMJ_TeamB",103,3771494,1050,"C","throw (ball-in-play)",1,1950,600,1350,450,18.0878996904008,49.0188525702102,25.5917128765389,1.024698,-3.77379,5.74884
"40","1902_08_TeamMJ_TeamB",103,3772844,2400,"SS","ball acquired",1,1950,600,1350,450,18.0878996904008,14.4700401868827,25.5917128765389,-0.00590805,127.7238,7.80096
"41","1902_08_TeamMJ_TeamB",169,6558644,0,"P","pitch",1,5350,650,4700,450,19.6926029696432,70.3281024038044,27.9036782701695,-1.539444,53.568,5.91555
"42","1902_08_TeamMJ_TeamB",169,6559094,450,"C","ball acquired",1,5350,650,4700,450,19.6926029696432,60.5482418179091,27.9036782701695,1.287687,-4.70565,1.203228
"43","1902_08_TeamMJ_TeamB",169,6559744,1100,"C","throw (ball-in-play)",1,5350,650,4700,450,19.6926029696432,44.9437135325954,27.9036782701695,0.0400278,0.2837157,6.24747
"44","1902_08_TeamMJ_TeamB",169,6560994,2350,"SS","ball deflection",1,5350,650,4700,450,19.6926029696432,10.0641156948835,27.9036782701695,2.834334,123.8649,7.68171
"45","1902_08_TeamMJ_TeamB",169,6561494,2850,"event no player","ball bounce",1,5350,650,4700,450,19.6926029696432,3.5495300674878,27.9036782701695,8.54853,137.5554,-0.1652667
"46","1902_08_TeamMJ_TeamB",169,6562194,3550,"event no player","ball bounce",1,5350,650,4700,450,19.6926029696432,2.02562465427334,27.9036782701695,13.5642,149.0091,-0.2172
"47","1902_08_TeamMJ_TeamB",169,6563344,4700,"2B","ball acquired",1,5350,650,4700,450,19.6926029696432,0.872263199957446,27.9036782701695,22.2327,164.8509,0
"48","1902_08_TeamMJ_TeamB",169,6564644,6000,"2B","throw (ball-in-play)",1,5350,650,4700,450,19.6926029696432,1.30427512435069,27.9036782701695,19.60257,165.7005,6.25353
"49","1902_08_TeamMJ_TeamB",169,6565544,6900,"SS","ball acquired",1,5350,650,4700,450,19.6926029696432,1.63687171152782,27.9036782701695,8.62608,127.5966,4.68468
"50","1902_08_TeamMJ_TeamB",222,8460894,0,"P","pitch",0,1900,700,1200,550,18.7661456953739,71.2519505154771,23.5640644998609,-2.397345,53.9499,5.6217
"51","1902_08_TeamMJ_TeamB",222,8461444,550,"C","ball acquired",0,1900,700,1200,550,18.7661456953739,60.1955842900457,23.5640644998609,1.186785,-6.74559,-0.1911741
"52","1902_08_TeamMJ_TeamB",222,8462144,1250,"C","throw (ball-in-play)",0,1900,700,1200,550,18.7661456953739,44.7722419680989,23.5640644998609,1.280457,-3.60381,5.27826
"53","1902_08_TeamMJ_TeamB",222,8463344,2450,"2B","ball acquired",0,1900,700,1200,550,18.7661456953739,16.4953645682658,23.5640644998609,5.94975,118.4193,2.159571
"54","1902_09_TeamMJ_TeamB",252,9346655,0,"P","pitch",1,NA,750,NA,500,20.480214669041,69.5416216153319,23.7791382834119,1.877787,57.0705,5.40609
"55","1902_09_TeamMJ_TeamB",252,9347155,500,"C","ball acquired",1,NA,750,NA,500,20.480214669041,59.0224544420172,23.7791382834119,1.688445,-3.92082,0.98952
"56","1902_09_TeamMJ_TeamB",252,9347905,1250,"C","throw (ball-in-play)",1,NA,750,NA,500,20.480214669041,41.1881007294583,23.7791382834119,2.166846,-1.834833,5.69304
"57","1902_09_TeamMJ_TeamB",252,9349105,2450,"2B","ball deflection",1,NA,750,NA,500,20.480214669041,13.5088785874328,23.7791382834119,-0.665304,122.1615,1.382628
"58","1902_11_TeamMI_TeamA3",25,745902,0,"P","pitch",1,1850,700,1150,500,22.4722194482432,67.5458132450117,25.9464335373296,-3.40254,55.9452,5.69937
"59","1902_11_TeamMI_TeamA3",25,746402,500,"C","ball acquired",1,1850,700,1150,500,22.4722194482432,56.7700475494781,25.9464335373296,0.865539,-3.55728,-1.41582
"60","1902_11_TeamMI_TeamA3",25,747102,1200,"C","throw (ball-in-play)",1,1850,700,1150,500,22.4722194482432,39.8666179936297,25.9464335373296,-0.846825,0.1788162,4.89684
"61","1902_11_TeamMI_TeamA3",25,748252,2350,"SS","ball acquired",1,1850,700,1150,500,22.4722194482432,10.0282194257007,25.9464335373296,-2.314305,125.3349,4.20579
"62","1902_12_TeamMI_TeamA3",61,1942204,0,"P","pitch",0,1900,700,1200,550,20.6213432348623,69.3968446603302,26.930176551618,-2.261871,54.5043,6.12381
"63","1902_12_TeamMI_TeamA3",61,1942754,550,"C","ball acquired",0,1900,700,1200,550,20.6213432348623,58.2175361986404,26.930176551618,1.235583,-6.75369,-0.1557225
"64","1902_12_TeamMI_TeamA3",61,1943454,1250,"C","throw (ball-in-play)",0,1900,700,1200,550,20.6213432348623,42.2034432133209,26.930176551618,1.522353,0.619389,5.96985
"65","1902_12_TeamMI_TeamA3",61,1944504,2300,"event no player","ball bounce",0,1900,700,1200,550,20.6213432348623,15.1944876521059,26.930176551618,0.960072,112.1712,0.459621
"66","1902_12_TeamMI_TeamA3",61,1944654,2450,"2B","ball acquired",0,1900,700,1200,550,20.6213432348623,11.1549611693632,26.930176551618,-0.3864,122.3919,0
"67","1902_13_TeamMK_TeamB",66,2384560,0,"P","pitch",0,2000,650,1350,500,20.2664589124494,69.890025045424,25.7532409288808,-3.59433,56.5074,5.61258
"68","1902_13_TeamMK_TeamB",66,2385060,500,"C","ball acquired",0,2000,650,1350,500,20.2664589124494,61.3108636680319,25.7532409288808,1.399248,-5.72796,0.571833
"69","1902_13_TeamMK_TeamB",66,2385710,1150,"C","throw (ball-in-play)",0,2000,650,1350,500,20.2664589124494,45.4749487100315,25.7532409288808,2.572833,-5.0793,5.67483
"70","1902_13_TeamMK_TeamB",66,2387060,2500,"2B","ball acquired",0,2000,650,1350,500,20.2664589124494,10.7080734560424,25.7532409288808,0.2317323,130.9026,0.640497
"71","1902_18_TeamMB_TeamA1",187,6778904,0,"P","pitch",1,2150,950,1200,550,22.7718112749074,67.2607055028417,24.8939775946676,-1.844049,53.0613,6.39576
"72","1902_18_TeamMB_TeamA1",187,6779454,550,"C","ball acquired",1,2150,950,1200,550,22.7718112749074,55.611924642562,24.8939775946676,2.279562,-7.56066,-0.947103
"73","1902_18_TeamMB_TeamA1",187,6780404,1500,"C","throw (ball-in-play)",1,2150,950,1200,550,22.7718112749074,32.7686985632631,24.8939775946676,0.469146,2.306172,6.58695
"74","1902_18_TeamMB_TeamA1",187,6781604,2700,"SS","ball acquired",1,2150,950,1200,550,22.7718112749074,2.89592544966198,24.8939775946676,-1.260882,125.0667,5.62431
"75","1902_22_TeamMA_TeamA1",117,4071190,0,"P","pitch",1,1950,750,1200,550,18.8581659375985,71.2102613569842,26.5335996798205,-1.828995,56.2551,5.16003
"76","1902_22_TeamMA_TeamA1",117,4071740,550,"C","ball acquired",1,1950,750,1200,550,18.8581659375985,59.6501100335113,26.5335996798205,0.991893,-3.36567,-0.314598
"77","1902_22_TeamMA_TeamA1",117,4072490,1300,"C","throw (ball-in-play)",1,1950,750,1200,550,18.8581659375985,41.8823256593996,26.5335996798205,0.0551118,-1.484199,6.20019
"78","1902_22_TeamMA_TeamA1",117,4073690,2500,"SS","ball acquired",1,1950,750,1200,550,18.8581659375985,10.042006043615,26.5335996798205,0.000480138,123.6033,4.19343
"79","1902_23_TeamMA_TeamA1",80,2460888,0,"P","pitch",0,1850,650,1200,500,19.8399234524733,70.1748417212323,23.6128588028612,-3.11148,55.6224,5.98353
"80","1902_23_TeamMA_TeamA1",80,2461388,500,"C","ball acquired",0,1850,650,1200,500,19.8399234524733,60.2019524149342,23.6128588028612,-1.081122,-1.725138,1.139265
"81","1902_23_TeamMA_TeamA1",80,2462038,1150,"C","throw (ball-in-play)",0,1850,650,1200,500,19.8399234524733,45.9706639613787,23.6128588028612,-1.747404,-0.687876,6.51033
"82","1902_23_TeamMA_TeamA1",80,2463238,2350,"SS","ball acquired",0,1850,650,1200,500,19.8399234524733,17.6352333979452,23.6128588028612,-3.19653,122.2563,1.055922
"83","1902_23_TeamMA_TeamA1",99,3240038,0,"P","pitch",0,2000,800,1200,550,16.279969838117,73.7474340565826,23.7082508950478,2.704617,57.0423,5.97813
"84","1902_23_TeamMA_TeamA1",99,3240588,550,"C","ball acquired",0,2000,800,1200,550,16.279969838117,63.6529907741969,23.7082508950478,0.69426,-7.12815,-0.076134
"85","1902_23_TeamMA_TeamA1",99,3241388,1350,"C","throw (ball-in-play)",0,2000,800,1200,550,16.279969838117,45.6818212996155,23.7082508950478,1.573206,-3.27459,4.9347
"86","1902_23_TeamMA_TeamA1",99,3242588,2550,"2B","ball acquired",0,2000,800,1200,550,16.279969838117,17.2319202255581,23.7082508950478,6.63891,122.9319,4.46577
"87","1902_23_TeamMA_TeamA1",240,8675988,0,"P","pitch",0,1900,500,1400,500,20.4757728804067,69.5888214230562,26.963472485143,-1.754262,58.1802,6.16878
"88","1902_23_TeamMA_TeamA1",240,8676488,500,"C","ball acquired",0,1900,500,1400,500,20.4757728804067,58.7219472954533,26.963472485143,1.137294,-6.11763,2.794266
"89","1902_23_TeamMA_TeamA1",240,8676988,1000,"C","throw (ball-in-play)",0,1900,500,1400,500,20.4757728804067,46.8655337591497,26.963472485143,1.194993,-5.33637,4.91187
"90","1902_23_TeamMA_TeamA1",240,8678388,2400,"2B","ball acquired",0,1900,500,1400,500,20.4757728804067,9.11667227994952,26.963472485143,1.628391,124.5669,3.62052
"91","1902_24_TeamMA_TeamA1",34,923201,0,"P","pitch",1,1881,693,1188,561,22.294457402682,67.7216239533577,28.7149347885381,-1.955388,54.0198,5.98197
"92","1902_24_TeamMA_TeamA1",34,923762,561,"C","ball acquired",1,1881,693,1188,561,22.294457402682,55.6650586796601,28.7149347885381,0.917943,-5.62359,1.318941
"93","1902_24_TeamMA_TeamA1",34,924455,1254,"C","throw (ball-in-play)",1,1881,693,1188,561,22.294457402682,38.3472877398128,28.7149347885381,1.081206,-2.010945,6.05376
"94","1902_24_TeamMA_TeamA1",34,925643,2442,"2B","ball acquired",1,1881,693,1188,561,22.294457402682,4.23394521102954,28.7149347885381,2.262273,126.5799,2.176908
"95","1902_26_TeamMC_TeamA1",41,1622927,0,"P","pitch",0,NA,600,NA,500,17.0260482017995,73.1170304195268,4.738950492724,-2.224491,57.5004,6.16767
"96","1902_26_TeamMC_TeamA1",41,1623427,500,"C","ball acquired",0,NA,600,NA,500,17.0260482017995,70.7475551731648,4.738950492724,-0.1427346,-3.94527,4.62963
"97","1902_26_TeamMC_TeamA1",41,1624027,1100,"C","throw (ball-in-play)",0,NA,600,NA,500,17.0260482017995,70.9934247558885,4.738950492724,1.74048,-4.92705,4.34502
"98","1902_26_TeamMC_TeamA1",41,1624927,2000,"1B","ball acquired",0,NA,600,NA,500,17.0260482017995,81.7310560142838,4.738950492724,58.4043,63.4239,1.900956
"99","1902_26_TeamMH_TeamA3",71,2312856,0,"P","pitch",1,1950,700,1250,450,26.4569531838041,63.8353049007365,25.3349310563963,-2.629536,53.4168,5.26845
"100","1902_26_TeamMH_TeamA3",71,2313306,450,"C","ball acquired",1,1950,700,1250,450,26.4569531838041,53.5124769567808,25.3349310563963,-1.213068,-5.64069,0.791139
"101","1902_26_TeamMH_TeamA3",71,2314006,1150,"C","throw (ball-in-play)",1,1950,700,1250,450,26.4569531838041,35.7780252173034,25.3349310563963,-1.07847,-0.777198,5.86014
"102","1902_26_TeamMH_TeamA3",71,2315256,2400,"SS","ball acquired",1,1950,700,1250,450,26.4569531838041,4.49793788863297,25.3349310563963,-0.660669,128.685,8.68059
"103","1902_26_TeamMH_TeamA3",135,4285756,0,"P","pitch",1,1750,600,1150,500,22.5351667056181,67.5008668273971,26.0782437418495,2.29587,58.9236,5.6502
"104","1902_26_TeamMH_TeamA3",135,4286256,500,"C","ball acquired",1,1750,600,1150,500,22.5351667056181,55.6368160308442,26.0782437418495,-0.498759,-4.04925,1.98537
"105","1902_26_TeamMH_TeamA3",135,4286856,1100,"C","throw (ball-in-play)",1,1750,600,1150,500,22.5351667056181,39.9898697857345,26.0782437418495,-1.340223,-3.36018,5.01312
"106","1902_26_TeamMH_TeamA3",135,4288006,2250,"SS","ball acquired",1,1750,600,1150,500,22.5351667056181,10.7402136477819,26.0782437418495,0.0301932,125.3592,2.97273
"107","1902_26_TeamMH_TeamA3",196,6512006,0,"P","pitch",1,1850,700,1150,500,22.9015876637407,67.1346566053629,26.6224401838579,-1.544361,59.22,6.09033
"108","1902_26_TeamMH_TeamA3",196,6512506,500,"C","ball acquired",1,1850,700,1150,500,22.9015876637407,55.2973999658212,26.6224401838579,0.385647,-4.03164,-0.1913277
"109","1902_26_TeamMH_TeamA3",196,6513206,1200,"C","throw (ball-in-play)",1,1850,700,1150,500,22.9015876637407,36.6616918371207,26.6224401838579,-0.1444197,2.003067,5.69781
"110","1902_26_TeamMH_TeamA3",196,6514356,2350,"SS","ball acquired",1,1850,700,1150,500,22.9015876637407,7.81991005702751,26.6224401838579,1.211844,128.487,-1.433586
"111","1902_28_TeamMC_TeamA1",147,5482805,0,"P","pitch",1,2100,750,1350,450,22.5932910734581,67.422229728258,25.5701323326308,-1.469301,55.1277,5.27772
"112","1902_28_TeamMC_TeamA1",147,5483255,450,"C","ball acquired",1,2100,750,1350,450,22.5932910734581,57.769899678812,25.5701323326308,-1.645635,-4.11585,0.518865
"113","1902_28_TeamMC_TeamA1",147,5484005,1200,"C","throw (ball-in-play)",1,2100,750,1350,450,22.5932910734581,40.1920465073626,25.5701323326308,-1.720716,-6.16464,5.74464
"114","1902_28_TeamMC_TeamA1",147,5485355,2550,"SS","ball acquired",1,2100,750,1350,450,22.5932910734581,5.67236785831102,25.5701323326308,1.328661,121.8267,2.807052
"115","1902_31_TeamMF_TeamA2",101,2896046,0,"P","pitch",0,1850,550,1300,500,28.6043081519201,61.4266803013967,26.1740159700187,-2.237775,53.6346,5.11566
"116","1902_31_TeamMF_TeamA2",101,2896546,500,"C","ball acquired",0,1850,550,1300,500,28.6043081519201,49.2023615361092,26.1740159700187,1.953207,-9.04431,-0.355647
"117","1902_31_TeamMF_TeamA2",101,2897096,1050,"C","throw (ball-in-play)",0,1850,550,1300,500,28.6043081519201,34.8066527525989,26.1740159700187,2.693172,-0.922395,4.96761
"118","1902_31_TeamMF_TeamA2",101,2898396,2350,"2B","ball acquired",0,1850,550,1300,500,28.6043081519201,4.516411434978,26.1740159700187,3.73731,123.9543,2.217372
"119","1903_01_TeamNE_TeamA2",259,8542844,0,"P","pitch",1,1881,561,1320,561,10.5250222688601,79.491489643609,1.43951209288712,-2.119596,56.3778,5.77041
"120","1903_01_TeamNE_TeamA2",259,8543405,561,"C","ball acquired",1,1881,561,1320,561,10.5250222688601,79.0323834572259,1.43951209288712,1.066866,-4.07742,0.322347
"121","1903_01_TeamNE_TeamA2",259,8543966,1122,"C","throw (ball-in-play)",1,1881,561,1320,561,10.5250222688601,78.7984412055213,1.43951209288712,1.285233,-2.689689,5.82594
"122","1903_01_TeamNE_TeamA2",259,8545286,2442,"2B","ball acquired",1,1881,561,1320,561,10.5250222688601,76.8982852429103,1.43951209288712,3.4851,124.3803,0.470241
"123","1903_01_TeamNE_TeamA2",284,9425100,0,"P","pitch",1,1914,627,1287,495,10.4760403058598,79.5448422997368,4.09533235703302,2.714574,53.8017,6.02238
"124","1903_01_TeamNE_TeamA2",284,9425595,495,"C","ball acquired",1,1914,627,1287,495,10.4760403058598,79.4846124482594,4.09533235703302,0.555183,-3.64986,3.63471
"125","1903_01_TeamNE_TeamA2",284,9426222,1122,"C","throw (ball-in-play)",1,1914,627,1287,495,10.4760403058598,79.4087932965235,4.09533235703302,1.675281,-1.866162,5.86629
"126","1903_01_TeamNE_TeamA2",284,9427509,2409,"2B","ball acquired",1,1914,627,1287,495,10.4760403058598,74.138100553022,4.09533235703302,5.36778,125.8347,6.36438
"127","1903_05_TeamND_TeamA2",114,3321962,0,"P","pitch",0,1900,600,1300,500,11.4685338770917,78.5543978736391,1.9877601318594,-2.464854,54.8391,5.60973
"128","1903_05_TeamND_TeamA2",114,3322462,500,"C","ball acquired",0,1900,600,1300,500,11.4685338770917,77.5605178077094,1.9877601318594,-0.894393,-4.02948,1.770801
"129","1903_05_TeamND_TeamA2",114,3323062,1100,"C","throw (ball-in-play)",0,1900,600,1300,500,11.4685338770917,76.8287622111016,1.9877601318594,-0.789285,-9.88278,5.21175
"130","1903_05_TeamND_TeamA2",114,3324362,2400,"SS","ball acquired",0,1900,600,1300,500,11.4685338770917,75.3696296421841,1.9877601318594,2.016429,127.0794,0.2731917
"131","1903_06_TeamND_TeamA2",15,299574,0,"P","pitch",0,1950,700,1250,500,11.4860005032213,78.5585851168413,0.480097224400242,2.441886,54.6774,6.10392
"132","1903_06_TeamND_TeamA2",15,300074,500,"C","ball acquired",0,1950,700,1250,500,11.4860005032213,78.5462047641387,0.480097224400242,0.819579,-3.48744,1.418919
"133","1903_06_TeamND_TeamA2",15,300774,1200,"C","throw (ball-in-play)",0,1950,700,1250,500,11.4860005032213,78.5877730238617,0.480097224400242,1.263366,-1.634841,6.48192
"134","1903_06_TeamND_TeamA2",15,302024,2450,"2B","ball acquired",0,1950,700,1250,500,11.4860005032213,77.9876514933614,0.480097224400242,-2.112225,124.6977,2.307645
"135","1903_06_TeamND_TeamA2",141,4567574,0,"P","pitch",1,1700,700,1000,2100,11.3853853711677,78.7770536898277,5.099512953367,2.970168,53.985,5.57763
"136","1903_06_TeamND_TeamA2",141,4568074,500,"event no player","ball bounce",1,1700,700,1000,2100,11.3853853711677,78.4391604601936,5.099512953367,-1.044213,-1.974114,-1.424088
"137","1903_06_TeamND_TeamA2",141,4568174,600,"C","ball deflection",1,1700,700,1000,2100,11.3853853711677,78.3716272723745,5.099512953367,0.9687,-2.8308,0.0453
"138","1903_06_TeamND_TeamA2",141,4568724,1150,"event no player","ball bounce",1,1700,700,1000,2100,11.3853853711677,77.9997589219992,5.099512953367,-7.8876,-0.6816,-0.1089
"139","1903_06_TeamND_TeamA2",141,4569024,1450,"event no player","ball bounce",1,1700,700,1000,2100,11.3853853711677,77.7971527857543,5.099512953367,-13.041,-6.6222,2.649987
"140","1903_06_TeamND_TeamA2",141,4569674,2100,"C","ball acquired",1,1700,700,1000,2100,11.3853853711677,77.3579745172403,5.099512953367,-12.4275,0.9054,0
"141","1903_06_TeamND_TeamA2",141,4570374,2800,"C","throw (ball-in-play)",1,1700,700,1000,2100,11.3853853711677,76.8848146609589,5.099512953367,-12.41001,4.13238,4.89969
"142","1903_06_TeamND_TeamA2",141,4571374,3800,"2B","ball acquired",1,1700,700,1000,2100,11.3853853711677,71.7853017075919,5.099512953367,-1.166577,127.539,4.32759
"143","1903_07_TeamND_TeamA2",57,1585173,0,"P","pitch",1,2050,700,1350,450,25.6717066390219,64.3563603209504,25.34100289505,-1.957605,53.9448,5.9523
"144","1903_07_TeamND_TeamA2",57,1585623,450,"C","ball acquired",1,2050,700,1350,450,25.6717066390219,54.5566553414888,25.34100289505,-0.2713827,-7.43694,1.798554
"145","1903_07_TeamND_TeamA2",57,1586323,1150,"C","throw (ball-in-play)",1,2050,700,1350,450,25.6717066390219,37.1909266871639,25.34100289505,0.1456065,-1.99674,5.33592
"146","1903_07_TeamND_TeamA2",57,1587673,2500,"2B","ball acquired",1,2050,700,1350,450,25.6717066390219,2.98057277884637,25.34100289505,-5.28582,120.7977,5.47416
